id,date,incident_type,severity,status,description,reported_by,created_at
762,2025-09-11,Man-in-the-Middle,Critical,Investigating,Firewall blocked multiple port scans.,klee,2025-09-11 23:25:05
763,2025-07-30,Phishing Attempt,Critical,Open,Antivirus signature match found.,klee,2025-07-30 18:02:04
764,2025-12-08,Malware Infection,Low,Resolved,User reported strange email attachment.,asmith,2025-12-08 19:43:22
765,2025-04-20,Phishing Attempt,Medium,False Positive,User reported strange email attachment.,asmith,2025-04-20 08:11:57
766,2025-09-28,SQL Injection,Medium,False Positive,Unusual outbound traffic pattern.,klee,2025-09-28 12:15:18
767,2025-02-01,Ransomware,Medium,Resolved,Suspicious login attempt detected.,asmith,2025-02-01 08:00:45
768,2025-08-06,DDoS Attack,Low,Investigating,Firewall blocked multiple port scans.,klee,2025-08-06 17:19:58
769,2025-01-11,Malware Infection,High,Closed,Suspicious login attempt detected.,system_monitor,2025-01-11 19:55:43
770,2025-01-02,Man-in-the-Middle,Low,False Positive,Firewall blocked multiple port scans.,admin,2025-01-02 06:32:27
771,2025-02-22,DDoS Attack,Low,Open,Database latency exceeded threshold.,klee,2025-02-22 20:13:49
772,2025-10-06,Man-in-the-Middle,High,Open,Database latency exceeded threshold.,asmith,2025-10-06 06:33:50
773,2025-11-19,Data Breach,Critical,False Positive,Database latency exceeded threshold.,security_team,2025-11-19 08:53:59
774,2025-06-21,Phishing Attempt,Low,False Positive,Suspicious login attempt detected.,asmith,2025-06-21 11:35:25
775,2025-10-22,Malware Infection,Critical,Closed,Unusual outbound traffic pattern.,klee,2025-10-22 12:44:11
776,2025-01-25,Unauthorized Access,Low,False Positive,User reported strange email attachment.,klee,2025-01-25 15:48:08
777,2025-05-20,Malware Infection,Medium,False Positive,User reported strange email attachment.,asmith,2025-05-20 19:23:46
778,2025-07-16,Phishing Attempt,High,Open,Unusual outbound traffic pattern.,admin,2025-07-16 08:19:12
779,2025-04-25,Unauthorized Access,High,Mitigated,Antivirus signature match found.,jdoe,2025-04-25 22:51:36
780,2025-02-10,Insider Threat,Critical,Open,Antivirus signature match found.,klee,2025-02-10 20:09:49
781,2025-03-27,Insider Threat,Critical,False Positive,Unusual outbound traffic pattern.,security_team,2025-03-27 11:18:26
782,2025-02-27,Ransomware,Low,Open,Unusual outbound traffic pattern.,klee,2025-02-27 19:42:46
783,2025-11-14,Data Breach,Low,False Positive,Antivirus signature match found.,admin,2025-11-15 00:19:16
784,2025-07-23,DDoS Attack,Medium,Resolved,User reported strange email attachment.,security_team,2025-07-23 01:27:00
785,2025-08-11,Phishing Attempt,Critical,Mitigated,Firewall blocked multiple port scans.,asmith,2025-08-11 20:15:41
786,2025-05-17,DDoS Attack,Medium,Closed,Database latency exceeded threshold.,security_team,2025-05-17 02:42:12
787,2024-12-13,DDoS Attack,Low,Mitigated,Antivirus signature match found.,jdoe,2024-12-13 11:38:45
788,2025-09-03,Data Breach,Medium,False Positive,Database latency exceeded threshold.,klee,2025-09-04 00:00:04
789,2025-08-17,Malware Infection,High,Open,Database latency exceeded threshold.,security_team,2025-08-17 20:51:09
790,2025-05-26,Man-in-the-Middle,Critical,Resolved,Unusual outbound traffic pattern.,system_monitor,2025-05-26 16:21:35
791,2025-06-29,Man-in-the-Middle,Low,Mitigated,Unusual outbound traffic pattern.,klee,2025-06-29 07:17:50
792,2025-02-08,SQL Injection,Critical,Mitigated,Unusual outbound traffic pattern.,admin,2025-02-08 05:34:15
793,2025-04-24,Man-in-the-Middle,Low,Closed,Suspicious login attempt detected.,system_monitor,2025-04-24 17:02:11
794,2025-03-12,Ransomware,High,Resolved,Suspicious login attempt detected.,admin,2025-03-12 11:13:18
795,2025-08-18,Insider Threat,Critical,Investigating,Unusual outbound traffic pattern.,asmith,2025-08-18 02:41:37
796,2025-09-25,Phishing Attempt,Medium,False Positive,Unusual outbound traffic pattern.,system_monitor,2025-09-25 03:59:12
797,2025-07-04,Data Breach,Medium,Closed,Database latency exceeded threshold.,security_team,2025-07-04 05:24:59
798,2025-02-15,Man-in-the-Middle,High,Resolved,Database latency exceeded threshold.,jdoe,2025-02-15 12:00:39
799,2025-03-09,Unauthorized Access,Critical,Closed,Unusual outbound traffic pattern.,security_team,2025-03-09 14:14:26
800,2025-06-07,Insider Threat,High,Closed,Database latency exceeded threshold.,admin,2025-06-07 14:23:37
